Genome	SkewI	Kingdom	K_TID	Phylum	P_TID	Class	C_TID	Order	O_TID	Family	F_TId	Genus	G_TID	Species	S_TID
"NZ_CP013127.1 Bradyrhizobium diazoefficiens strain USDA 122, complete genome"	0.591033626	k__Bacteria	2	p__Proteobacteria	1224	c__Alphaproteobacteria	28211	o__Rhizobiales	356	f__Bradyrhizobiaceae	41294	g__Bradyrhizobium	374	s__Bradyrhizobium_diazoefficiens	1355477
"NZ_CP032100.1 Arcobacter suis CECT 7833 chromosome, complete genome"	0.591072755	k__Bacteria	2	p__Proteobacteria	1224	c__Epsilonproteobacteria	29547	o__Campylobacterales	213849	f__Campylobacteraceae	72294	g__Arcobacter	28196	s__Arcobacter_suis	1278212
"NZ_CP011131.1 Lysobacter gummosus strain 3.2.11, complete genome"	0.591088954	k__Bacteria	2	p__Proteobacteria	1224	c__Gammaproteobacteria	1236	o__Xanthomonadales	135614	f__Xanthomonadaceae	32033	g__Lysobacter	68	s__Lysobacter_gummosus	262324
"NZ_AP017975.1 Microbacterium sp. TPU 3598 DNA, complete genome"	0.591455059	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Micrococcales	85006	f__Microbacteriaceae	85023	g__Microbacterium	33882	s__Microbacterium_sp._TPU_3598	1938334
"NZ_CP012722.1 Bacillus anthracis strain PR05, complete genome"	0.95626832	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Bacillaceae	186817	g__Bacillus	1386	s__Bacillus_anthracis	1392
"NZ_CP023860.1 Candidatus Thioglobus sp. NP1 chromosome, complete genome"	0.591924726	k__Bacteria	2	p__Proteobacteria	1224	c__Gammaproteobacteria	1236	-	-	-	-	g__Candidatus_Thioglobus	655184	s__Candidatus_Thioglobus_sp._NP1	2508687
"NC_017254.1 Buchnera aphidicola str. JF98 (Acyrthosiphon pisum), complete genome"	0.592111516	k__Bacteria	2	p__Proteobacteria	1224	c__Gammaproteobacteria	1236	o__Enterobacterales	91347	f__Erwiniaceae	1903409	g__Buchnera	32199	s__Buchnera_aphidicola	9
"NC_017252.1 Buchnera aphidicola str. TLW03 (Acyrthosiphon pisum), complete genome"	0.592112439	k__Bacteria	2	p__Proteobacteria	1224	c__Gammaproteobacteria	1236	o__Enterobacterales	91347	f__Erwiniaceae	1903409	g__Buchnera	32199	s__Buchnera_aphidicola	9
"NZ_CP033081.1 Glutamicibacter nicotianae strain OTC-16 chromosome, complete genome"	0.592757003	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Micrococcales	85006	f__Micrococcaceae	1268	g__Glutamicibacter	1742989	s__Glutamicibacter_nicotianae	37929
"NZ_CP012721.1 Bacillus anthracis strain PR02, complete genome"	0.956268503	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Bacillaceae	186817	g__Bacillus	1386	s__Bacillus_anthracis	1392
"NZ_CP012723.1 Bacillus anthracis strain PR06, complete genome"	0.956268686	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Bacillaceae	186817	g__Bacillus	1386	s__Bacillus_anthracis	1392
"NZ_CP034086.1 Methylocystis rosea strain GW6 chromosome, complete genome"	0.5929635	k__Bacteria	2	p__Proteobacteria	1224	c__Alphaproteobacteria	28211	o__Rhizobiales	356	f__Methylocystaceae	31993	g__Methylocystis	133	s__Methylocystis_rosea	173366
"NC_018607.1 Brachyspira pilosicoli B2904, complete genome"	0.593026086	k__Bacteria	2	p__Spirochaetes	203691	c__Spirochaetia	203692	o__Brachyspirales	1643686	f__Brachyspiraceae	143786	g__Brachyspira	29521	s__Brachyspira_pilosicoli	52584
"NC_017243.1 Brachyspira intermedia PWS/A, complete genome"	0.59307889	k__Bacteria	2	p__Spirochaetes	203691	c__Spirochaetia	203692	o__Brachyspirales	1643686	f__Brachyspiraceae	143786	g__Brachyspira	29521	s__Brachyspira_intermedia	84377
"NC_009792.1 Citrobacter koseri ATCC BAA-895, complete genome"	0.59316228	k__Bacteria	2	p__Proteobacteria	1224	c__Gammaproteobacteria	1236	o__Enterobacterales	91347	f__Enterobacteriaceae	543	g__Citrobacter	544	s__Citrobacter_koseri	545
"NZ_CP023465.1 Lysobacter capsici strain KNU-14 chromosome, complete genome"	0.593261979	k__Bacteria	2	p__Proteobacteria	1224	c__Gammaproteobacteria	1236	o__Xanthomonadales	135614	f__Xanthomonadaceae	32033	g__Lysobacter	68	s__Lysobacter_capsici	435897
"NZ_CP012720.1 Bacillus anthracis strain PR01, complete genome"	0.956268686	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Bacillaceae	186817	g__Bacillus	1386	s__Bacillus_anthracis	1392
"NZ_CP034593.1 Flaviflexus sp. H23T48 chromosome, complete genome"	0.593505565	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Actinomycetales	2037	f__Actinomycetaceae	2049	g__Flaviflexus	1522056	s__Flaviflexus_sp._H23T48	2496867
"NC_017262.1 Zymomonas mobilis subsp. mobilis ATCC 10988, complete genome"	0.593538444	k__Bacteria	2	p__Proteobacteria	1224	c__Alphaproteobacteria	28211	o__Sphingomonadales	204457	f__Sphingomonadaceae	41297	g__Zymomonas	541	s__Zymomonas_mobilis_subsp._mobilis	120045
NC_018485.1 Methylocystis sp. SC2 complete genome	0.593622166	k__Bacteria	2	p__Proteobacteria	1224	c__Alphaproteobacteria	28211	o__Rhizobiales	356	f__Methylocystaceae	31993	g__Methylocystis	133	s__Methylocystis_sp._SC2	187303
"NZ_CP029805.1 Bacillus anthracis strain London_499 chromosome, complete genome"	0.95627911	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Bacillaceae	186817	g__Bacillus	1386	s__Bacillus_anthracis	1392
"NC_019566.1 Candidatus Endolissoclinum faulkneri L2, complete genome"	0.594116491	k__Bacteria	2	p__Proteobacteria	1224	c__Alphaproteobacteria	28211	o__Rhodospirillales	204441	f__Rhodospirillaceae	41295	g__Candidatus_Endolissoclinum	1263978	s__Candidatus_Endolissoclinum_faulkneri	1263979
"NZ_CP020023.1 Bacillus subtilis strain ATCC 21228 chromosome, complete genome"	0.956283823	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Bacillaceae	186817	g__Bacillus	1386	s__Bacillus_subtilis	1423
"NZ_CP036246.2 [Arcobacter] porcinus strain CCUG 56899 chromosome, complete genome"	0.59458364	k__Bacteria	2	p__Proteobacteria	1224	c__Epsilonproteobacteria	29547	o__Campylobacterales	213849	f__Campylobacteraceae	72294	g__Aliiarcobacter	2321111	s__[Arcobacter]_porcinus	1935204
"NZ_AP014864.1 Bacillus thuringiensis serovar tolworthi DNA, complete genome, strain: Pasteur Institute Standard strain"	0.956444631	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Bacillaceae	186817	g__Bacillus	1386	s__Bacillus_thuringiensis	1428
"NZ_CP018903.1 Bacillus anthracis strain Tyrol 4675, complete genome"	0.95646826	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Bacillaceae	186817	g__Bacillus	1386	s__Bacillus_anthracis	1392
"NZ_CP024899.1 Rhodobaca barguzinensis strain alga05 chromosome, complete genome"	0.594960429	k__Bacteria	2	p__Proteobacteria	1224	c__Alphaproteobacteria	28211	o__Rhodobacterales	204455	f__Rhodobacteraceae	31989	g__Rhodobaca	119541	s__Rhodobaca_barguzinensis	441209
"NZ_CP018845.1 Herbaspirillum robiniae strain AA6 chromosome, complete genome"	0.595011927	k__Bacteria	2	p__Proteobacteria	1224	c__Betaproteobacteria	28216	o__Burkholderiales	80840	f__Oxalobacteraceae	75682	g__Herbaspirillum	963	s__Herbaspirillum_robiniae	2014887
"NZ_CP009541.1 Bacillus anthracis str. Sterne, complete genome"	0.956480885	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Bacillaceae	186817	g__Bacillus	1386	s__Bacillus_anthracis	1392
"NC_018289.1 Mycobacterium smegmatis str. MC2 155, complete genome"	0.59528852	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Corynebacteriales	85007	f__Mycobacteriaceae	1762	g__Mycolicibacterium	1866885	s__Mycolicibacterium_smegmatis	1772
"NZ_CP043005.1 Aggregatibacter actinomycetemcomitans strain PN_696 chromosome, complete genome"	0.595381938	k__Bacteria	2	p__Proteobacteria	1224	c__Gammaproteobacteria	1236	o__Pasteurellales	135625	f__Pasteurellaceae	712	g__Aggregatibacter	416916	s__Aggregatibacter_actinomycetemcomitans	714
"NZ_CP020014.1 Haemophilus influenzae strain 11P6H chromosome, complete genome"	0.595413661	k__Bacteria	2	p__Proteobacteria	1224	c__Gammaproteobacteria	1236	o__Pasteurellales	135625	f__Pasteurellaceae	712	g__Haemophilus	724	s__Haemophilus_influenzae	727
"NC_013526.1 Thermobaculum terrenum ATCC BAA-798 chromosome 2, complete sequence"	0.595551602	k__Bacteria	2	-	-	-	-	-	-	-	-	g__Thermobaculum	262406	s__Thermobaculum_terrenum	166501
"NC_018644.1 Alpha proteobacterium HIMB59, complete genome"	0.595691026	k__Bacteria	2	p__Proteobacteria	1224	c__Alphaproteobacteria	28211	o__Pelagibacterales	54526	f__Pelagibacteraceae	1655514	-	-	s__alpha_proteobacterium_HIMB59	744985
"NZ_AP017368.1 Candidatus Desulfovibrio trichonymphae DNA, complete genome, strain: Rs-N31"	0.595721021	k__Bacteria	2	p__Proteobacteria	1224	c__Deltaproteobacteria	28221	o__Desulfovibrionales	213115	f__Desulfovibrionaceae	194924	g__Desulfovibrio	872	s__Candidatus_Desulfovibrio_trichonymphae	1725232
"NZ_CP015010.1 Rickettsia bellii isolate An04 chromosome, complete genome"	0.59589892	k__Bacteria	2	p__Proteobacteria	1224	c__Alphaproteobacteria	28211	o__Rickettsiales	766	f__Rickettsiaceae	775	g__Rickettsia	780	s__Rickettsia_bellii	33990
"NZ_CP031217.1 Arcobacter bivalviorum strain LMG 26154 chromosome, complete genome"	0.595972418	k__Bacteria	2	p__Proteobacteria	1224	c__Epsilonproteobacteria	29547	o__Campylobacterales	213849	f__Campylobacteraceae	72294	g__Arcobacter	28196	s__Arcobacter_bivalviorum	663364
"NZ_CP018756.1 Stenotrophomonas maltophilia strain AA1 chromosome, complete genome"	0.596139631	k__Bacteria	2	p__Proteobacteria	1224	c__Gammaproteobacteria	1236	o__Xanthomonadales	135614	f__Xanthomonadaceae	32033	g__Stenotrophomonas	40323	s__Stenotrophomonas_maltophilia	40324
"NZ_CP038231.1 Swingsia sp. F3b2 chromosome, complete genome"	0.596153985	k__Bacteria	2	p__Proteobacteria	1224	c__Alphaproteobacteria	28211	o__Rhodospirillales	204441	f__Acetobacteraceae	433	g__Swingsia	1649499	s__Swingsia_sp._F3b2	2558361
"NC_012659.1 Bacillus anthracis str. A0248, complete genome"	0.956494974	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Bacillaceae	186817	g__Bacillus	1386	s__Bacillus_anthracis	1392
"NC_007530.2 Bacillus anthracis str. 'Ames Ancestor', complete genome"	0.956494974	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Bacillaceae	186817	g__Bacillus	1386	s__Bacillus_anthracis	1392
"NZ_CP043810.1 Haemophilus influenzae biotype aegyptius strain HE37/F3052 chromosome, complete genome"	0.596422318	k__Bacteria	2	p__Proteobacteria	1224	c__Gammaproteobacteria	1236	o__Pasteurellales	135625	f__Pasteurellaceae	712	g__Haemophilus	724	s__Haemophilus_influenzae	727
"NZ_CP026827.1 Shigella dysenteriae strain CFSAN010956 chromosome, complete genome"	0.596671931	k__Bacteria	2	p__Proteobacteria	1224	c__Gammaproteobacteria	1236	o__Enterobacterales	91347	f__Enterobacteriaceae	543	g__Shigella	620	s__Shigella_dysenteriae	622
"NC_003997.3 Bacillus anthracis str. Ames chromosome, complete genome"	0.95651803	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Bacillaceae	186817	g__Bacillus	1386	s__Bacillus_anthracis	1392
"NZ_CP015779.1 Bacillus anthracis strain Tangail-1 chromosome, complete genome"	0.956518213	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Bacillaceae	186817	g__Bacillus	1386	s__Bacillus_anthracis	1392
"NZ_CP036287.1 Planctomycetes bacterium Pla133 chromosome, complete genome"	0.597116853	k__Bacteria	2	p__Planctomycetes	203682	-	-	-	-	-	-	-	-	s__Planctomycetes_bacterium_Pla133	2528011
"NZ_CP017550.1 Mannheimia haemolytica strain 1309 chromosome, complete genome"	0.597216244	k__Bacteria	2	p__Proteobacteria	1224	c__Gammaproteobacteria	1236	o__Pasteurellales	135625	f__Pasteurellaceae	712	g__Mannheimia	75984	s__Mannheimia_haemolytica	75985
"NZ_CP012724.1 Bacillus anthracis strain PR07, complete genome"	0.956554445	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Bacillaceae	186817	g__Bacillus	1386	s__Bacillus_anthracis	1392
"NZ_CP012729.1 Bacillus anthracis strain Parent2, complete genome"	0.956554811	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Bacillaceae	186817	g__Bacillus	1386	s__Bacillus_anthracis	1392
"NZ_CP012725.1 Bacillus anthracis strain PR08, complete genome"	0.956554994	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Bacillaceae	186817	g__Bacillus	1386	s__Bacillus_anthracis	1392
"NZ_CP012727.1 Bacillus anthracis strain PR09-4, complete genome"	0.956555177	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Bacillaceae	186817	g__Bacillus	1386	s__Bacillus_anthracis	1392
"NZ_CP011104.1 Photorhabdus temperata subsp. thracensis strain DSM 15199, complete genome"	0.598395445	k__Bacteria	2	p__Proteobacteria	1224	c__Gammaproteobacteria	1236	o__Enterobacterales	91347	f__Morganellaceae	1903414	g__Photorhabdus	29487	s__Photorhabdus_thracensis	230089
"NZ_CP042433.1 Flavisolibacter ginsenosidimutans strain Gsoil 636 chromosome, complete genome"	0.598469847	k__Bacteria	2	p__Bacteroidetes	976	c__Chitinophagia	1853228	o__Chitinophagales	1853229	f__Chitinophagaceae	563835	g__Flavisolibacter	398041	s__Flavisolibacter_ginsenosidimutans	661481
"NZ_CP012728.1 Bacillus anthracis strain PR10-4, complete genome"	0.95655719	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Bacillaceae	186817	g__Bacillus	1386	s__Bacillus_anthracis	1392
"NC_016048.1 Oscillibacter valericigenes Sjm18-20 DNA, complete genome"	0.598634569	k__Bacteria	2	p__Firmicutes	1239	c__Clostridia	186801	o__Clostridiales	186802	f__Oscillospiraceae	216572	g__Oscillibacter	459786	s__Oscillibacter_valericigenes	351091
"NZ_CP022112.1 Nitrospirillum amazonense CBAmc chromosome 3, complete sequence"	0.59872509	k__Bacteria	2	p__Proteobacteria	1224	c__Alphaproteobacteria	28211	o__Rhodospirillales	204441	f__Rhodospirillaceae	41295	g__Nitrospirillum	1543705	s__Nitrospirillum_amazonense	28077
"NC_012026.1 Anaplasma marginale str. Florida, complete genome"	0.598784966	k__Bacteria	2	p__Proteobacteria	1224	c__Alphaproteobacteria	28211	o__Rickettsiales	766	f__Anaplasmataceae	942	g__Anaplasma	768	s__Anaplasma_marginale	770
"NZ_CP013737.1 Herbaspirillum rubrisubalbicans M1, complete genome"	0.598795886	k__Bacteria	2	p__Proteobacteria	1224	c__Betaproteobacteria	28216	o__Burkholderiales	80840	f__Oxalobacteraceae	75682	g__Herbaspirillum	963	s__Herbaspirillum_rubrisubalbicans	80842
"NZ_CP007436.1 Bacillus pumilus strain MTCC B6033, complete genome"	0.956558176	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Bacillaceae	186817	g__Bacillus	1386	s__Bacillus_pumilus	1408
"NC_014136.1 Leuconostoc kimchii IMSNU 11154, complete genome"	0.599184809	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Lactobacillales	186826	f__Leuconostocaceae	81850	g__Leuconostoc	1243	s__Leuconostoc_kimchii	136609
"NZ_CP012726.1 Bacillus anthracis strain PR09-1, complete genome"	0.956560667	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Bacillaceae	186817	g__Bacillus	1386	s__Bacillus_anthracis	1392
"NZ_CP029427.1 Bradyrhizobium sp. 3 85S1MB chromosome, complete genome"	0.599474139	k__Bacteria	2	p__Proteobacteria	1224	c__Alphaproteobacteria	28211	o__Rhizobiales	356	f__Bradyrhizobiaceae	41294	g__Bradyrhizobium	374	s__Bradyrhizobium_sp._3_85S1MB	1404367
"NZ_CP014179.1 Bacillus anthracis strain Stendal, complete genome"	0.956582811	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Bacillaceae	186817	g__Bacillus	1386	s__Bacillus_anthracis	1392
"NZ_CP018135.1 Neomicrococcus aestuarii strain B18, complete genome"	0.599736791	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Micrococcales	85006	f__Micrococcaceae	1268	g__Neomicrococcus	1868332	s__Neomicrococcus_aestuarii	556325
"NZ_CP035544.1 Muriicola sp. MMS17-SY002 chromosome, complete genome"	0.59983837	k__Bacteria	2	p__Bacteroidetes	976	c__Flavobacteriia	117743	o__Flavobacteriales	200644	f__Flavobacteriaceae	49546	g__Muriicola	762641	s__Muriicola_sp._MMS17-SY002	2507538
"NZ_CP012519.1 Bacillus anthracis strain Larissa, complete genome"	0.956593975	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Bacillaceae	186817	g__Bacillus	1386	s__Bacillus_anthracis	1392
"NZ_CP015727.1 Bacillus cereus strain A1, complete genome"	0.956596847	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Bacillaceae	186817	g__Bacillus	1386	s__Bacillus_cereus	1396
"NZ_CP017786.1 Bacillus xiamenensis strain VV3 chromosome, complete genome"	0.956640805	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Bacillaceae	186817	g__Bacillus	1386	s__Bacillus_xiamenensis	1178537
"NZ_CP032097.1 Arcobacter ellisii strain LMG 26155 chromosome, complete genome"	0.600010929	k__Bacteria	2	p__Proteobacteria	1224	c__Epsilonproteobacteria	29547	o__Campylobacterales	213849	f__Campylobacteraceae	72294	g__Arcobacter	28196	s__Arcobacter_ellisii	913109
"NZ_CP012475.1 Bacillus clausii strain ENTPro, complete genome"	0.956653738	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Bacillaceae	186817	g__Bacillus	1386	s__Bacillus_clausii	79880
"NZ_CP023445.1 Actinosynnema pretiosum strain X47 chromosome, complete genome"	0.600129963	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Pseudonocardiales	85010	f__Pseudonocardiaceae	2070	g__Actinosynnema	40566	s__Actinosynnema_pretiosum	42197
"NC_006322.1 Bacillus licheniformis DSM 13 = ATCC 14580, complete genome"	0.956746305	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Bacillaceae	186817	g__Bacillus	1386	s__Bacillus_licheniformis	1402
"NC_018016.1 Ornithobacterium rhinotracheale DSM 15997, complete genome"	0.600206321	k__Bacteria	2	p__Bacteroidetes	976	c__Flavobacteriia	117743	o__Flavobacteriales	200644	f__Flavobacteriaceae	49546	g__Ornithobacterium	28250	s__Ornithobacterium_rhinotracheale	28251
"NZ_CP014263.1 Spirosoma montaniterrae strain DY10, complete genome"	0.600240303	k__Bacteria	2	p__Bacteroidetes	976	c__Cytophagia	768503	o__Cytophagales	768507	f__Cytophagaceae	89373	g__Spirosoma	107	s__Spirosoma_montaniterrae	1178516
"NC_006270.3 Bacillus licheniformis ATCC 14580, complete genome"	0.956757181	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Bacillaceae	186817	g__Bacillus	1386	s__Bacillus_licheniformis	1402
"NZ_CP028811.1 Flavobacterium magnum strain HYN0048 chromosome, complete genome"	0.600426014	k__Bacteria	2	p__Bacteroidetes	976	c__Flavobacteriia	117743	o__Flavobacteriales	200644	f__Flavobacteriaceae	49546	g__Flavobacterium	237	s__Flavobacterium_magnum	2162713
"NZ_CP037922.1 Hymenobacter sp. 17J36-26 chromosome, complete genome"	0.600562372	k__Bacteria	2	p__Bacteroidetes	976	c__Cytophagia	768503	o__Cytophagales	768507	f__Hymenobacteraceae	1853232	g__Hymenobacter	89966	s__Hymenobacter_sp._17J36-26	2496028
"NC_007907.1 Desulfitobacterium hafniense Y51 DNA, complete genome"	0.600607522	k__Bacteria	2	p__Firmicutes	1239	c__Clostridia	186801	o__Clostridiales	186802	f__Peptococcaceae	186807	g__Desulfitobacterium	36853	s__Desulfitobacterium_hafniense	49338
"NC_014153.1 Thiomonas intermedia K12, complete genome"	0.600639858	k__Bacteria	2	p__Proteobacteria	1224	c__Betaproteobacteria	28216	o__Burkholderiales	80840	-	-	g__Thiomonas	32012	s__Thiomonas_intermedia	926
"NZ_CP012398.1 Chelatococcus sp. CO-6, complete genome"	0.600813009	k__Bacteria	2	p__Proteobacteria	1224	c__Alphaproteobacteria	28211	o__Rhizobiales	356	f__Chelatococcaceae	2036754	g__Chelatococcus	28209	s__Chelatococcus_sp._CO-6	1702325
"NZ_CP045186.1 Bacillus velezensis strain FJAT-52631 chromosome, complete genome"	0.956793886	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Bacillaceae	186817	g__Bacillus	1386	s__Bacillus_velezensis	492670
"NZ_CP020375.1 Bacillus velezensis strain JTYP2 chromosome, complete genome"	0.956794372	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Bacillaceae	186817	g__Bacillus	1386	s__Bacillus_velezensis	492670
"NZ_CP020893.1 Bacillus vallismortis strain NBIF-001 chromosome, complete genome"	0.956794859	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Bacillaceae	186817	g__Bacillus	1386	s__Bacillus_vallismortis	72361
"NZ_CP044349.1 Bacillus velezensis strain LC1 chromosome, complete genome"	0.956796077	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Bacillaceae	186817	g__Bacillus	1386	s__Bacillus_velezensis	492670
"NC_016931.1 Rickettsia massiliae str. AZT80, complete genome"	0.60139952	k__Bacteria	2	p__Proteobacteria	1224	c__Alphaproteobacteria	28211	o__Rickettsiales	766	f__Rickettsiaceae	775	g__Rickettsia	780	s__Rickettsia_massiliae	35791
"NZ_CP009452.1 Sphingopyxis sp. 113P3, complete genome"	0.601704316	k__Bacteria	2	p__Proteobacteria	1224	c__Alphaproteobacteria	28211	o__Sphingomonadales	204457	f__Sphingomonadaceae	41297	g__Sphingopyxis	165697	s__Sphingopyxis_sp._113P3	292913
